"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"89512099999","2023-01-01T01:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","17","32","","","+0.01","8","55","OVC:08","28.77","28.33","12.43","27","130","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06489512 42998 81307 10000 21081 39594 49742 58002 8803/ 333 91111=","","","","","","","","","",""
"89512099999","2023-01-01T07:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","13","34","","","+0.01","6","42","FEW:02","28.78","28.34","12.43","27","100","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07689512 12998 31009 10012 21104 39598 49746 56002 60002 82041 333 21003 91114=","","","","","","","","","",""
"89512099999","2023-01-01T13:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","14","33","","","+0.02","7","46","BKN:07","28.77","28.34","12.43","27","110","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06489512 42998 71112 10004 21099 39596 49744 57006 87030 333 91120=","","","","","","","","","",""
"89512099999","2023-01-01T19:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","16","33","","","+0.03","6","49","BKN:05 26","28.77","28.33","12.43","27","110","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08689512 12598 81112 10006 21089 39593 49741 56010 60002 85531 333 10019 91118 555 7000/=","","","","","","","","","",""
"89512099999","2023-01-02T01:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","11","31","","","+0.02","6","44","OVC:08 57","28.74","28.31","12.43","25","130","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06489512 42798 81313 11005 21115 39586 49734 56007 885// 333 91119=","","","","","","","","","",""
"89512099999","2023-01-02T07:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","9","33","","","-0.03","2","37","OVC:08","28.77","28.34","12.43","26","120","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07689512 12998 81211 10003 21127 39596 49744 52009 60002 8803/ 333 21007 91117=","","","","","","","","","",""
"89512099999","2023-01-02T13:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","15","34","","","-0.02","2","46","BKN:07","28.84","28.40","12.43","28","100","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06489512 42998 71012 10012 21093 39617 49765 52007 87030 333 91117=","","","","","","","","","",""
"89512099999","2023-01-02T19:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","18","36","","","0.00","9","48","FEW:01","28.85","28.41","12.43","30","100","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08689512 12998 61007 10020 21079 39622 49769 50000 60002 81031 333 10027 91115 555 7000/=","","","","","","","","","",""
"89512099999","2023-01-03T01:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","15","31","","","+0.01","7","53","FEW:02","28.86","28.42","12.43","26","120","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN05489512 42998 81205 11008 21092 39624 49773 57002 82031=","","","","","","","","","",""
"89512099999","2023-01-03T07:00:00","-70.7666666","11.8333333","119.0","NOVOLAZAREVSKAJA, AY","FM-12","4","","14","33","","","-0.03","3","46","","28.90","28.46","12.43","27","120","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07689512 12998 61209 10006 21099 39639 49787 53009 60002 80001 333 21012 91112=","","","","","","","","","",""
