"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"71167099999","2023-01-01T02:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","20","","","-0.04","2","","","29.87","26.59","9.94","","280","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN05271167 25966 02804 11065 39005 40115 52015 333 60007=","","","","","","","","","",""
"71167099999","2023-01-01T05:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","11","","","-0.05","2","","","29.94","26.64","9.94","","240","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07071167 15966 02401 11118 39021 40140 52016 60001 333 11029 21133 70000=","","","","","","","","","",""
"71167099999","2023-01-01T08:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","10","","","-0.03","2","","","29.98","26.67","9.94","","280","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN05271167 25966 02805 11122 39032 40152 52011 333 60007=","","","","","","","","","",""
"71167099999","2023-01-01T11:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","10","","","-0.03","2","","","30.02","26.70","9.94","","260","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07071167 15966 22604 11123 39042 40166 52010 60001 333 11046 21159 70000=","","","","","","","","","",""
"71167099999","2023-01-01T14:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","20","23","","","+0.02","7","90","","29.98","26.68","9.94","22","280","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN05871167 25966 72805 11051 21065 39036 40151 57006 333 60007=","","","","","","","","","",""
"71167099999","2023-01-01T17:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","21","21","","","-0.01","2","100","57","30.01","26.69","9.94","21","340","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07671167 15766 73402 11063 21063 39038 40161 52002 60001 333 11025 21159 70000=","","","","","","","","","",""
"71167099999","2023-01-01T20:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","19","","","+0.02","7","","","29.99","26.67","9.94","","270","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN05271167 25966 82705 11072 39032 40156 57006 333 60007=","","","","","","","","","",""
"71167099999","2023-01-01T23:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","15","","","+0.01","7","","","29.98","26.66","9.94","","280","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07071167 15966 02804 11097 39027 40154 57005 60001 333 11025 21159 70000=","","","","","","","","","",""
"71167099999","2023-01-02T02:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","8","","","+0.01","7","","","29.96","26.65","9.94","","250","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN05271167 25966 02503 11133 39024 40146 57003 333 60007=","","","","","","","","","",""
"71167099999","2023-01-02T05:00:00","53.5666666","-116.45","926.0","EDSON, CA","FM-12","4","","","9","","","+0.01","7","","","29.95","26.64","9.94","","260","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07071167 15966 22602 11130 39020 40143 57004 60001 333 11025 21145 70000=","","","","","","","","","",""
